RT(milliseconds),RT(minutes) - NOT USED BY IMPORT,RI,TIC
0,0.0,0.0,269998.0
320,0.005333333333333333,0.0,270118.0
640,0.010666666666666666,0.0,268918.0
960,0.016,0.0,277656.0
1280,0.021333333333333333,0.0,267293.0
1600,0.02666666666666667,0.0,268364.0
1920,0.032,0.0,272290.0
2240,0.037333333333333336,0.0,272924.0
2560,0.042666666666666665,0.0,271966.0
2880,0.048,0.0,272216.0
3200,0.05333333333333334,0.0,271679.0
3520,0.058666666666666666,0.0,271742.0
3840,0.064,0.0,274360.0
4160,0.06933333333333333,0.0,273941.0
4480,0.07466666666666667,0.0,273299.0
4800,0.08,0.0,275457.0
5120,0.08533333333333333,0.0,279070.0
5440,0.09066666666666667,0.0,279398.0
5760,0.096,0.0,280592.0
6080,0.10133333333333333,0.0,282325.0
6400,0.10666666666666667,0.0,284913.0
6720,0.112,0.0,288408.0
7040,0.11733333333333333,0.0,291090.0
7360,0.12266666666666666,0.0,294483.0
7680,0.128,0.0,296158.0
8000,0.13333333333333333,0.0,297827.0
8320,0.13866666666666666,0.0,301894.0
8640,0.144,0.0,306408.0
8960,0.14933333333333335,0.0,307762.0
9280,0.15466666666666667,0.0,309518.0
9600,0.16,0.0,312395.0
9920,0.16533333333333333,0.0,315137.0
10240,0.17066666666666666,0.0,316368.0
10560,0.176,0.0,318576.0
10880,0.18133333333333335,0.0,323304.0
11200,0.18666666666666668,0.0,324402.0
11520,0.192,0.0,325042.0
11840,0.19733333333333333,0.0,326976.0
12160,0.20266666666666666,0.0,329817.0
12480,0.208,0.0,330522.0
12800,0.21333333333333335,0.0,331090.0
13120,0.21866666666666668,0.0,331972.0
13440,0.224,0.0,334568.0
13760,0.22933333333333333,0.0,336475.0
14080,0.23466666666666666,0.0,338295.0
14400,0.24,0.0,341265.0
14720,0.24533333333333332,0.0,340179.0
15040,0.25066666666666665,0.0,339820.0
15360,0.256,0.0,341950.0
15680,0.2613333333333333,0.0,344553.0
16000,0.26666666666666666,0.0,344170.0
16320,0.272,0.0,343251.0
16640,0.2773333333333333,0.0,346327.0
16960,0.2826666666666667,0.0,348175.0
17280,0.288,0.0,347727.0
17600,0.29333333333333333,0.0,349324.0
17920,0.2986666666666667,0.0,351010.0
18240,0.304,0.0,350880.0
18560,0.30933333333333335,0.0,351338.0
18880,0.31466666666666665,0.0,352361.0
19200,0.32,0.0,353707.0
19520,0.3253333333333333,0.0,354151.0
19840,0.33066666666666666,0.0,354009.0
20160,0.336,0.0,355714.0
20480,0.3413333333333333,0.0,355675.0
20800,0.3466666666666667,0.0,355974.0
21120,0.352,0.0,356677.0
21440,0.35733333333333334,0.0,357548.0
21760,0.3626666666666667,0.0,357104.0
22080,0.368,0.0,358638.0
22400,0.37333333333333335,0.0,359164.0
22720,0.37866666666666665,0.0,359637.0
23040,0.384,0.0,361696.0
23360,0.3893333333333333,0.0,362148.0
23680,0.39466666666666667,0.0,362802.0
24000,0.4,0.0,363150.0
24320,0.4053333333333333,0.0,362155.0
24640,0.4106666666666667,0.0,363461.0
24960,0.416,0.0,363938.0
25280,0.42133333333333334,0.0,362638.0
25600,0.4266666666666667,0.0,362766.0
25920,0.432,0.0,364188.0
26240,0.43733333333333335,0.0,365205.0
26560,0.44266666666666665,0.0,364427.0
26880,0.448,0.0,363980.0
27200,0.4533333333333333,0.0,364577.0
27520,0.45866666666666667,0.0,364134.0
27840,0.464,0.0,364703.0
28160,0.4693333333333333,0.0,366871.0
28480,0.4746666666666667,0.0,366414.0
28800,0.48,0.0,365928.0
29120,0.48533333333333334,0.0,366503.0
29440,0.49066666666666664,0.0,365126.0
29760,0.496,0.0,365457.0
30080,0.5013333333333333,0.0,367358.0
30400,0.5066666666666667,0.0,368065.0
30720,0.512,0.0,369020.0
31040,0.5173333333333333,0.0,367839.0
31360,0.5226666666666666,0.0,366816.0
31680,0.528,0.0,368881.0
32000,0.5333333333333333,0.0,368260.0
32320,0.5386666666666666,0.0,367115.0
32640,0.544,0.0,367945.0
32960,0.5493333333333333,0.0,369869.0
33280,0.5546666666666666,0.0,368779.0
33600,0.56,0.0,367057.0
33920,0.5653333333333334,0.0,368188.0
34240,0.5706666666666667,0.0,370540.0
34560,0.576,0.0,369394.0
34880,0.5813333333333334,0.0,368955.0
35200,0.5866666666666667,0.0,371405.0
35520,0.592,0.0,371421.0
35840,0.5973333333333334,0.0,370615.0
36160,0.6026666666666667,0.0,371360.0
36480,0.608,0.0,372380.0
36800,0.6133333333333333,0.0,370325.0
37120,0.6186666666666667,0.0,369589.0
37440,0.624,0.0,371602.0
37760,0.6293333333333333,0.0,371850.0
38080,0.6346666666666667,0.0,370058.0
38400,0.64,0.0,371051.0
38720,0.6453333333333333,0.0,372809.0
39040,0.6506666666666666,0.0,372185.0
39360,0.656,0.0,371635.0
39680,0.6613333333333333,0.0,371658.0
40000,0.6666666666666666,0.0,372094.0
40320,0.672,0.0,371737.0
40640,0.6773333333333333,0.0,370003.0
40960,0.6826666666666666,0.0,372209.0
41280,0.688,0.0,373172.0
41600,0.6933333333333334,0.0,370980.0
41920,0.6986666666666667,0.0,371800.0
42240,0.704,0.0,372495.0
42560,0.7093333333333334,0.0,371841.0
42880,0.7146666666666667,0.0,371946.0
43200,0.72,0.0,373518.0
43520,0.7253333333333334,0.0,373483.0
43840,0.7306666666666667,0.0,370284.0
44160,0.736,0.0,371944.0
44480,0.7413333333333333,0.0,374649.0
44800,0.7466666666666667,0.0,374188.0
45120,0.752,0.0,372252.0
45440,0.7573333333333333,0.0,373087.0
45760,0.7626666666666667,0.0,374855.0
46080,0.768,0.0,372721.0
46400,0.7733333333333333,0.0,371803.0
