RT(milliseconds),RT(minutes) - NOT USED BY IMPORT,RI,TIC
0,0.0,0.0,269460.0
320,0.005333333333333333,0.0,267369.0
640,0.010666666666666666,0.0,267392.0
960,0.016,0.0,278058.0
1280,0.021333333333333333,0.0,268137.0
1600,0.02666666666666667,0.0,268676.0
1920,0.032,0.0,271997.0
2240,0.037333333333333336,0.0,273702.0
2560,0.042666666666666665,0.0,273226.0
2880,0.048,0.0,272391.0
3200,0.05333333333333334,0.0,272569.0
3520,0.058666666666666666,0.0,273657.0
3840,0.064,0.0,274526.0
4160,0.06933333333333333,0.0,273419.0
4480,0.07466666666666667,0.0,272076.0
4800,0.08,0.0,273270.0
5120,0.08533333333333333,0.0,276418.0
5440,0.09066666666666667,0.0,279634.0
5760,0.096,0.0,281184.0
6080,0.10133333333333333,0.0,282337.0
6400,0.10666666666666667,0.0,283976.0
6720,0.112,0.0,286938.0
7040,0.11733333333333333,0.0,291341.0
7360,0.12266666666666666,0.0,293932.0
7680,0.128,0.0,294942.0
8000,0.13333333333333333,0.0,296999.0
8320,0.13866666666666666,0.0,301746.0
8640,0.144,0.0,304016.0
8960,0.14933333333333335,0.0,305657.0
9280,0.15466666666666667,0.0,309090.0
9600,0.16,0.0,312283.0
9920,0.16533333333333333,0.0,313480.0
10240,0.17066666666666666,0.0,314691.0
10560,0.176,0.0,316777.0
10880,0.18133333333333335,0.0,319608.0
11200,0.18666666666666668,0.0,323062.0
11520,0.192,0.0,324540.0
11840,0.19733333333333333,0.0,326085.0
12160,0.20266666666666666,0.0,327407.0
12480,0.208,0.0,330330.0
12800,0.21333333333333335,0.0,333304.0
13120,0.21866666666666668,0.0,333379.0
13440,0.224,0.0,333672.0
13760,0.22933333333333333,0.0,336184.0
14080,0.23466666666666666,0.0,339232.0
14400,0.24,0.0,340195.0
14720,0.24533333333333332,0.0,340891.0
15040,0.25066666666666665,0.0,342175.0
15360,0.256,0.0,342171.0
15680,0.2613333333333333,0.0,342439.0
16000,0.26666666666666666,0.0,344056.0
16320,0.272,0.0,344734.0
16640,0.2773333333333333,0.0,345783.0
16960,0.2826666666666667,0.0,347285.0
17280,0.288,0.0,348832.0
17600,0.29333333333333333,0.0,350720.0
17920,0.2986666666666667,0.0,349961.0
18240,0.304,0.0,350382.0
18560,0.30933333333333335,0.0,352505.0
18880,0.31466666666666665,0.0,351927.0
19200,0.32,0.0,351654.0
19520,0.3253333333333333,0.0,352612.0
19840,0.33066666666666666,0.0,354907.0
20160,0.336,0.0,355793.0
20480,0.3413333333333333,0.0,355622.0
20800,0.3466666666666667,0.0,355521.0
21120,0.352,0.0,356368.0
21440,0.35733333333333334,0.0,358411.0
21760,0.3626666666666667,0.0,359911.0
22080,0.368,0.0,359906.0
22400,0.37333333333333335,0.0,358737.0
22720,0.37866666666666665,0.0,358316.0
23040,0.384,0.0,359576.0
23360,0.3893333333333333,0.0,361195.0
23680,0.39466666666666667,0.0,362323.0
24000,0.4,0.0,360078.0
24320,0.4053333333333333,0.0,359871.0
24640,0.4106666666666667,0.0,361894.0
24960,0.416,0.0,363479.0
25280,0.42133333333333334,0.0,363292.0
25600,0.4266666666666667,0.0,362601.0
25920,0.432,0.0,363598.0
26240,0.43733333333333335,0.0,363475.0
26560,0.44266666666666665,0.0,364189.0
26880,0.448,0.0,364707.0
27200,0.4533333333333333,0.0,365596.0
27520,0.45866666666666667,0.0,365216.0
27840,0.464,0.0,364638.0
