RT(milliseconds),RT(minutes) - NOT USED BY IMPORT,RI,TIC
0,0.0,0.0,269153.0
320,0.005333333333333333,0.0,268427.0
640,0.010666666666666666,0.0,267451.0
960,0.016,0.0,273984.0
1280,0.021333333333333333,0.0,267200.0
1600,0.02666666666666667,0.0,267981.0
1920,0.032,0.0,270485.0
2240,0.037333333333333336,0.0,271442.0
2560,0.042666666666666665,0.0,270992.0
2880,0.048,0.0,263227.0
3200,0.05333333333333334,0.0,260825.0
3520,0.058666666666666666,0.0,301115.0
3840,0.064,0.0,266646.0
4160,0.06933333333333333,0.0,259022.0
4480,0.07466666666666667,0.0,278334.0
4800,0.08,0.0,280252.0
5120,0.08533333333333333,0.0,273020.0
5440,0.09066666666666667,0.0,278772.0
5760,0.096,0.0,279782.0
6080,0.10133333333333333,0.0,279142.0
6400,0.10666666666666667,0.0,281997.0
6720,0.112,0.0,285327.0
7040,0.11733333333333333,0.0,289920.0
7360,0.12266666666666666,0.0,292435.0
7680,0.128,0.0,295194.0
8000,0.13333333333333333,0.0,297497.0
8320,0.13866666666666666,0.0,299819.0
8640,0.144,0.0,303213.0
8960,0.14933333333333335,0.0,306025.0
9280,0.15466666666666667,0.0,307520.0
9600,0.16,0.0,310474.0
9920,0.16533333333333333,0.0,313155.0
10240,0.17066666666666666,0.0,315676.0
10560,0.176,0.0,317060.0
10880,0.18133333333333335,0.0,320059.0
11200,0.18666666666666668,0.0,321634.0
11520,0.192,0.0,322893.0
11840,0.19733333333333333,0.0,325455.0
12160,0.20266666666666666,0.0,327227.0
12480,0.208,0.0,327401.0
12800,0.21333333333333335,0.0,330498.0
13120,0.21866666666666668,0.0,333225.0
13440,0.224,0.0,333688.0
13760,0.22933333333333333,0.0,334482.0
14080,0.23466666666666666,0.0,337084.0
14400,0.24,0.0,337496.0
14720,0.24533333333333332,0.0,338951.0
15040,0.25066666666666665,0.0,341878.0
15360,0.256,0.0,341799.0
15680,0.2613333333333333,0.0,342100.0
16000,0.26666666666666666,0.0,342115.0
16320,0.272,0.0,344129.0
16640,0.2773333333333333,0.0,344433.0
16960,0.2826666666666667,0.0,345919.0
17280,0.288,0.0,348444.0
17600,0.29333333333333333,0.0,348207.0
17920,0.2986666666666667,0.0,348673.0
18240,0.304,0.0,349496.0
18560,0.30933333333333335,0.0,349918.0
18880,0.31466666666666665,0.0,350238.0
19200,0.32,0.0,352426.0
19520,0.3253333333333333,0.0,353389.0
19840,0.33066666666666666,0.0,352664.0
20160,0.336,0.0,353908.0
20480,0.3413333333333333,0.0,356360.0
20800,0.3466666666666667,0.0,355333.0
21120,0.352,0.0,354717.0
21440,0.35733333333333334,0.0,356479.0
21760,0.3626666666666667,0.0,355604.0
22080,0.368,0.0,354824.0
22400,0.37333333333333335,0.0,357051.0
22720,0.37866666666666665,0.0,359160.0
23040,0.384,0.0,358227.0
23360,0.3893333333333333,0.0,358613.0
23680,0.39466666666666667,0.0,359757.0
24000,0.4,0.0,359972.0
24320,0.4053333333333333,0.0,360271.0
24640,0.4106666666666667,0.0,361820.0
24960,0.416,0.0,362305.0
25280,0.42133333333333334,0.0,360698.0
25600,0.4266666666666667,0.0,361421.0
25920,0.432,0.0,362901.0
26240,0.43733333333333335,0.0,362117.0
26560,0.44266666666666665,0.0,362541.0
26880,0.448,0.0,363389.0
27200,0.4533333333333333,0.0,362529.0
27520,0.45866666666666667,0.0,361465.0
27840,0.464,0.0,363165.0
28160,0.4693333333333333,0.0,364382.0
28480,0.4746666666666667,0.0,363591.0
28800,0.48,0.0,364714.0
29120,0.48533333333333334,0.0,364695.0
29440,0.49066666666666664,0.0,364160.0
29760,0.496,0.0,365115.0
30080,0.5013333333333333,0.0,365707.0
30400,0.5066666666666667,0.0,365334.0
30720,0.512,0.0,365218.0
31040,0.5173333333333333,0.0,367605.0
31360,0.5226666666666666,0.0,366917.0
31680,0.528,0.0,365329.0
32000,0.5333333333333333,0.0,365892.0
32320,0.5386666666666666,0.0,365936.0
32640,0.544,0.0,365030.0
32960,0.5493333333333333,0.0,365892.0
33280,0.5546666666666666,0.0,366878.0
33600,0.56,0.0,366011.0
33920,0.5653333333333334,0.0,366293.0
34240,0.5706666666666667,0.0,366810.0
34560,0.576,0.0,367149.0
34880,0.5813333333333334,0.0,366598.0
35200,0.5866666666666667,0.0,367664.0
35520,0.592,0.0,368182.0
35840,0.5973333333333334,0.0,366385.0
36160,0.6026666666666667,0.0,366707.0
36480,0.608,0.0,368332.0
36800,0.6133333333333333,0.0,368173.0
37120,0.6186666666666667,0.0,367946.0
37440,0.624,0.0,369013.0
37760,0.6293333333333333,0.0,369190.0
38080,0.6346666666666667,0.0,369701.0
38400,0.64,0.0,370155.0
38720,0.6453333333333333,0.0,369041.0
39040,0.6506666666666666,0.0,368537.0
39360,0.656,0.0,368439.0
39680,0.6613333333333333,0.0,369196.0
40000,0.6666666666666666,0.0,369549.0
40320,0.672,0.0,369055.0
40640,0.6773333333333333,0.0,370040.0
40960,0.6826666666666666,0.0,369045.0
41280,0.688,0.0,368431.0
41600,0.6933333333333334,0.0,369306.0
41920,0.6986666666666667,0.0,370518.0
42240,0.704,0.0,369992.0
42560,0.7093333333333334,0.0,369192.0
42880,0.7146666666666667,0.0,370214.0
43200,0.72,0.0,369481.0
43520,0.7253333333333334,0.0,369305.0
43840,0.7306666666666667,0.0,370099.0
44160,0.736,0.0,370621.0
44480,0.7413333333333333,0.0,369711.0
44800,0.7466666666666667,0.0,370155.0
45120,0.752,0.0,370539.0
45440,0.7573333333333333,0.0,370002.0
45760,0.7626666666666667,0.0,370885.0
46080,0.768,0.0,372107.0
46400,0.7733333333333333,0.0,369965.0
46720,0.7786666666666666,0.0,369411.0
47040,0.784,0.0,371868.0
47360,0.7893333333333333,0.0,371655.0
47680,0.7946666666666666,0.0,370007.0
48000,0.8,0.0,370887.0
48320,0.8053333333333333,0.0,372028.0
48640,0.8106666666666666,0.0,371048.0
48960,0.816,0.0,371818.0
49280,0.8213333333333334,0.0,371418.0
49600,0.8266666666666667,0.0,370525.0
49920,0.832,0.0,369951.0
50240,0.8373333333333334,0.0,372379.0
50560,0.8426666666666667,0.0,371527.0
50880,0.848,0.0,370510.0
51200,0.8533333333333334,0.0,372303.0
51520,0.8586666666666667,0.0,372684.0
51840,0.864,0.0,370865.0
52160,0.8693333333333333,0.0,371831.0
52480,0.8746666666666667,0.0,372865.0
52800,0.88,0.0,371480.0
53120,0.8853333333333333,0.0,371708.0
53440,0.8906666666666667,0.0,372831.0
53760,0.896,0.0,372007.0
54080,0.9013333333333333,0.0,371381.0
54400,0.9066666666666666,0.0,373984.0
54720,0.912,0.0,374077.0
55040,0.9173333333333333,0.0,371466.0
55360,0.9226666666666666,0.0,372392.0
55680,0.928,0.0,372824.0
56000,0.9333333333333333,0.0,371404.0
56320,0.9386666666666666,0.0,373100.0
56640,0.944,0.0,373852.0
56960,0.9493333333333334,0.0,371441.0
57280,0.9546666666666667,0.0,371365.0
57600,0.96,0.0,374100.0
57920,0.9653333333333334,0.0,372531.0
58240,0.9706666666666667,0.0,371007.0
58560,0.976,0.0,372965.0
58880,0.9813333333333333,0.0,373138.0
59200,0.9866666666666667,0.0,371927.0
